Country|City|Code|Name
UNITED STATES|WESTFIELD|BAF|BARNES MUNICIPAL AIRPORT
PHILIPPINES|BAGUIO|BAG|LOAKAN AIRPORT
BAHRAIN|BAHRAIN|BAH|BAHRAIN INTERNATIONAL AIRPORT
TURKEY|BATMAN|BAL|BATMAN AIRPORT
COLOMBIA|BARRANQUILLA|BAQ|ERNESTO CORTISSOZ INTERNATIONAL AIRPORT
SOLOMON ISLANDS|BALLALAE|BAS|BALLALAE AIRPORT
BRAZIL|BARRETOS|BAT|CHAFEI AMSEI AIRPORT
BRAZIL|BAURU|BAU|BAURU AIRPORT
CHINA|BAOTOU|BAV|BAOTOU AIRPORT
RUSSIA|BARNAUL|BAX|BARNAUL AIRPORT
ROMANIA|BAIA MARE|BAY|TAUTII MAGHERAUS AIRPORT
BRAZIL|BARCELOS|BAZ|BARCELOS AIRPORT
CHILE|BALMACEDA|BBA|BALMACEDA AIRPORT
UNITED STATES|BRADY|BBD|CURTIS FIELD
KIRIBATI|BUTARITARI|BBG|BUTARITARI ATOLL AIRPORT
GERMANY|BARTH|BBH|BARTH AIRPORT
INDIA|BHUBANESWAR|BBI|BIJU PATNAIK AIRPORT
GERMANY|BIRBURG|BBJ|BITBURG AIRPORT
BOTSWANA|KASANE|BBK|KASANE AIRPORT
CAMBODIA|BATTAMBANG|BBM|BATTAMBANG AIRPORT
MALAYSIA|BARIO|BBN|BARIO AIRPORT
SOMALIA|BERBERA|BBO|BERBERA AIRPORT
UNITED KINGDOM|BEMBRIDGE|BBP|BEMBRIDGE AIRPORT
ANTIGUA AND BARBUDA|CODRINGTON|BBQ|CODRINGTON AIRPORT
GUADELOUPE|BASSE TERRE|BBR|BAILLIF AIRPORT
UNITED KINGDOM|BLACKBUSHE|BBS|BLACKBUSHE AIRPORT
CENTRAL AFRICAN REPUBLIC|BERBERATI|BBT|BERBERATI AIRPORT
ROMANIA|BUCHAREST|BBU|BANEASA INTERNATIONAL AIRPORT
UNITED STATES|PHILADELPHIA|BBX|WINGS FIELD
CUBA|BARACOA PLAYA|BCA|GUSTAVO RIZO AIRPORT
PHILIPPINES|BACOLOD|BCD|BACOLOD-SILAY CITY INTERNATIONAL AIRPORT
UNITED STATES|BRYCE CANYON|BCE|BRYCE CANYON AIRPORT
AUSTRALIA|BARCALDINE|BCI|BARCALDINE AIRPORT
COSTA RICA|POCOCI|BCL|BARRA DEL COLORADO AIRPORT
ROMANIA|BACAU|BCM|BACAU AIRPORT
SPAIN|BARCELONA|BCN|BARCELONA INTERNATIONAL AIRPORT
ETHIOPIA|BACO|BCO|BACO AIRPORT
UNITED STATES|BOCA RATON|BCT|BOCA RATON AIRPORT
BELIZE|BELMOPAN|BCV|BIRCHWOOD AIRPORT
BERMUDA|BERMUDA|BDA|L.F. WADE INTERNATIONAL INTERNATIONAL AIRPORT
AUSTRALIA|BUNDABERG|BDB|BUNDABERG AIRPORT
AUSTRALIA|BADU ISLAND|BDD|BADU ISLAND AIRPORT
UNITED STATES|BAUDETTE|BDE|BAUDETTE INTERNATIONAL AIRPORT
IRAN|BANDAR LENGEH|BDH|BANDAR LENGEH AIRPORT
SEYCHELLES|BIRD ISLAND|BDI|BIRD ISLAND AIRPORT
INDONESIA|BANJARMASIN|BDJ|SYAMSUDIN NOOR AIRPORT
UNITED STATES|WINDSOR LOCKS|BDL|BRADLEY INTERNATIONAL AIRPORT
TURKEY|BANDIRMA|BDM|BANDIRMA AIRPORT
PAKISTAN|TALHAR|BDN|TALHAR AIRPORT
INDONESIA|BANDUNG|BDO|HUSEIN SASTRANEGARA INTERNATIONAL AIRPORT
NEPAL|CHANDRAGARHI|BDP|BHADRAPUR AIRPORT
INDIA|BARODA|BDQ|VADODARA AIRPORT
UNITED STATES|STRATFORD|BDR|IGOR I SIKORSKY MEMORIAL AIRPORT
ITALY|BRINDISI|BDS|BRINDISI - SALENTO AIRPORT
CONGO (KINSHASA)|GBADOLITE|BDT|GBADOLITE AIRPORT
NORWAY|BARDUFOSS|BDU|BARDUFOSS AIRPORT
UNITED KINGDOM|BENBECULA|BEB|BENBECULA AIRPORT
UNITED STATES|WICHITA|BEC|BEECH FACTORY AIRPORT
UNITED STATES|BEDFORD|BED|LAURENCE G HANSCOM FIELD
NICARAGUA|BLUEFIELDS|BEF|BLUEFIELDS AIRPORT
SERBIA|BELGRADE|BEG|BELGRADE NIKOLA TESLA AIRPORT
ETHIOPIA|BEICA|BEI|BEICA AIRPORT
INDONESIA|TANJUNG REDEP-BORNEO ISLAND|BEJ|BARAU(KALIMARU) AIRPORT
BRAZIL|BELEM|BEL|VAL DE CANS JULIO CESAR RIBEIRO INTERNATIONAL AIRPORT
MOROCCO|BENI MELLAL|BEM|BENI MELLAL AIRPORT
LIBYA|BENGHAZI|BEN|BENINA INTERNATIONAL AIRPORT
AUSTRALIA|LAKE MACQUARIE|BEO|LAKE MACQUARIE AIRPORT
INDIA|BELLARY|BEP|BELLARY AIRPORT
UNITED KINGDOM|HONINGTON|BEQ|RAF HONINGTON
FRANCE|BREST|BES|BREST BRETAGNE AIRPORT
UNITED STATES|BETHEL|BET|BETHEL AIRPORT
AUSTRALIA|BEDOURIE|BEU|BEDOURIE AIRPORT
ISRAEL|BEER-SHEBA|BEV|BEERSHEBA (TEYMAN) AIRPORT
MOZAMBIQUE|BEIRA|BEW|BEIRA AIRPORT
LEBANON|BEIRUT|BEY|BEIRUT RAFIC HARIRI INTERNATIONAL AIRPORT
KIRIBATI|BERU ISLAND|BEZ|BERU AIRPORT
UNITED STATES|BRADFORD|BFD|BRADFORD REGIONAL AIRPORT
UNITED STATES|SCOTTSBLUFF|BFF|WESTERN NEB. RGNL WILLIAM B. HEILIG AIRPORT
BRAZIL|CURITIBA|BFH|BACACHERI AIRPORT
UNITED STATES|SEATTLE|BFI|BOEING FIELD KING COUNTY INTERNATIONAL AIRPORT
CHINA|BIJIE|BFJ|BIJIE FEIXIONG AIRPORT
UNITED STATES|BAKERSFIELD|BFL|MEADOWS FIELD
UNITED STATES|MOBILE|BFM|MOBILE DOWNTOWN AIRPORT
SOUTH AFRICA|BLOEMFONTEIN|BFN|BRAM FISCHER INTERNATIONAL AIRPORT
ZIMBABWE|CHIREDZI|BFO|BUFFALO RANGE AIRPORT
UNITED STATES|BEAVER FALLS|BFP|BEAVER COUNTY AIRPORT
UNITED KINGDOM|BELFAST|BFS|BELFAST INTERNATIONAL AIRPORT
UNITED STATES|BEAUFORT|BFT|BEAUFORT COUNTY AIRPORT
CHINA|BENGBU|BFU|BENGBU AIRPORT
THAILAND|BURI RAM|BFV|BURI RAM AIRPORT
CAMEROON|BAFOUSSAM|BFX|BAFOUSSAM AIRPORT
COLOMBIA|BUCARAMANGA|BGA|PALONEGRO AIRPORT
PORTUGAL|BRAGANCA|BGC|BRAGANCA AIRPORT
UNITED STATES|BAINBRIDGE|BGE|DECATUR COUNTY INDUSTRIAL AIR PARK
CENTRAL AFRICAN REPUBLIC|BANGUI|BGF|BANGUI M'POKO INTERNATIONAL AIRPORT
BARBADOS|BRIDGETOWN|BGI|SIR GRANTLEY ADAMS INTERNATIONAL AIRPORT
UNITED STATES|BINGHAMTON|BGM|GREATER BINGHAMTON EDWIN A LINK FIELD
NORWAY|BERGEN|BGO|BERGEN AIRPORT FLESLAND
UNITED STATES|BANGOR|BGR|BANGOR INTERNATIONAL AIRPORT
IRAQ|BAGHDAD|BGW|BAGHDAD INTERNATIONAL AIRPORT
BRAZIL|BAGE|BGX|COMANDANTE GUSTAVO KRAEMER AIRPORT
ITALY|BERGAMO|BGY|IL CARAVAGGIO INTERNATIONAL AIRPORT
UNITED STATES|BAR HARBOR|BHB|HANCOCK COUNTY-BAR HARBOR AIRPORT
UNITED KINGDOM|BELFAST|BHD|GEORGE BEST BELFAST CITY AIRPORT
NEW ZEALAND|WOODBOURNE|BHE|WOODBOURNE AIRPORT
HONDURAS|BRUS LAGUNA|BHG|BRUS LAGUNA AIRPORT
SAUDI ARABIA|BISHA|BHH|BISHA AIRPORT
ARGENTINA|BAHIA BLANCA|BHI|COMANDANTE ESPORA AIRPORT
INDIA|BHUJ|BHJ|BHUJ AIRPORT
UZBEKISTAN|BUKHARA|BHK|BUKHARA AIRPORT
UNITED STATES|BIRMINGHAM|BHM|BIRMINGHAM-SHUTTLESWORTH INTERNATIONAL AIRPORT
YEMEN|BEIHAN|BHN|BEIHAN AIRPORT
INDIA|BHOPAL|BHO|RAJA BHOJ INTERNATIONAL AIRPORT
NEPAL|BHOJPUR|BHP|BHOJPUR AIRPORT
AUSTRALIA|BROKEN HILL|BHQ|BROKEN HILL AIRPORT
NEPAL|BHARATPUR|BHR|BHARATPUR AIRPORT
AUSTRALIA|BATHURST|BHS|BATHURST AIRPORT
INDIA|BHAUNAGAR|BHU|BHAVNAGAR AIRPORT
PAKISTAN|BAHAWALPUR|BHV|BAHAWALPUR AIRPORT
UNITED KINGDOM|BIRMINGHAM|BHX|BIRMINGHAM INTERNATIONAL AIRPORT
CHINA|BEIHAI|BHY|BEIHAI AIRPORT
FRANCE|BASTIA|BIA|BASTIA-PORETTA AIRPORT
UNITED STATES|BLOCK ISLAND|BID|BLOCK ISLAND STATE AIRPORT
UNITED STATES|EL PASO|BIF|BIGGS ARMY AIR FIELD (FORT BLISS)
UNITED STATES|DELTA JUNCTION|BIG|ALLEN ARMY AIRFIELD
UNITED STATES|BISHOP|BIH|EASTERN SIERRA REGIONAL AIRPORT
INDONESIA|BIAK|BIK|FRANS KAISIEPO AIRPORT
UNITED STATES|BILLINGS|BIL|BILLINGS LOGAN INTERNATIONAL AIRPORT
BAHAMAS|ALICE TOWN|BIM|SOUTH BIMINI AIRPORT
AFGHANISTAN|BAMYAN|BIN|BAMIYAN AIRPORT
SPAIN|BILBAO|BIO|BILBAO AIRPORT
FRANCE|BIARRITZ-BAYONNE|BIQ|BIARRITZ-ANGLET-BAYONNE AIRPORT
NEPAL|BIRATNAGAR|BIR|BIRATNAGAR AIRPORT
UNITED STATES|BISMARCK|BIS|BISMARCK MUNICIPAL AIRPORT
ICELAND|BILDUDALUR|BIU|BILDUDALUR AIRPORT
UNITED STATES|HOLLAND|BIV|TULIP CITY AIRPORT
UNITED STATES|BILOXI|BIX|KEESLER AIR FORCE BASE
SOUTH AFRICA|BISHO|BIY|BISHO AIRPORT
ALGERIA|BEJAJA|BJA|SOUMMAM AIRPORT
IRAN|BOJNOURD|BJB|BOJNORD AIRPORT
UNITED STATES|BROOMFIELD-CO|BJC|ROCKY MOUNTAIN METROPOLITAN AIRPORT
NORWAY|BATSFJORD|BJF|BATSFJORD AIRPORT
NEPAL|BAJHANG|BJH|BAJHANG AIRPORT
UNITED STATES|BEMIDJI|BJI|BEMIDJI REGIONAL AIRPORT
GAMBIA|BANJUL|BJL|BANJUL INTERNATIONAL AIRPORT
BURUNDI|BUJUMBURA|BJM|BUJUMBURA INTERNATIONAL AIRPORT
BOLIVIA|BERMEJO|BJO|BERMEJO AIRPORT
BRAZIL|BRAGANCA PAULISTA|BJP|ESTADUAL ARTHUR SIQUEIRA AIRPORT
ETHIOPIA|BAHAR DAR|BJR|BAHIR DAR AIRPORT
CHINA|BEIJING|BJS|BEIJING AIRPORTS								  
NEPAL|BAJURA|BJU|BAJURA AIRPORT
TURKEY|BODRUM|BJV|MILAS BODRUM INTERNATIONAL AIRPORT
MEXICO|DEL BAJIO|BJX|DEL BAJIO INTERNATIONAL AIRPORT
SERBIA|BATAJNICA|BJY|BATAJNICA AIR BASE
SPAIN|BADAJOZ|BJZ|BADAJOZ AIRPORT
RUSSIA|MOSCOW|BKA|BYKOVO AIRPORT
UNITED STATES|BUCKLAND|BKC|BUCKLAND AIRPORT
UNITED STATES|BRECKENRIDGE|BKD|STEPHENS COUNTY AIRPORT
UNITED STATES|BAKER CITY|BKE|BAKER CITY MUNICIPAL AIRPORT
UNITED STATES|BUCKLEY|BKF|BUCKLEY AIR FORCE BASE
UNITED STATES|BARKING SANDS|BKH|BARKING SANDS AIRPORT
MALAYSIA|KOTA KINABALU|BKI|KOTA KINABALU INTERNATIONAL AIRPORT
THAILAND|BANGKOK|BKK|SUVARNABHUMI AIRPORT
UNITED STATES|CLEVELAND|BKL|BURKE LAKEFRONT AIRPORT
MALAYSIA|BAKALALAN|BKM|BAKALALAN AIRPORT
MALI|BAMAKO|BKO|SENOU AIRPORT
AUSTRALIA|BLACKALL|BKQ|BLACKALL AIRPORT
INDONESIA|BENGKULU|BKS|FATMAWATI SOEKARNO AIRPORT
UNITED STATES|BECKLEY|BKW|RALEIGH COUNTY MEMORIAL AIRPORT
CONGO (KINSHASA)|BUKAVU KAVUMU|BKY|BUKAVU KAVUMU AIRPORT
TANZANIA|BUKOBA|BKZ|BUKOBA AIRPORT
VENEZUELA|BARCELONA|BLA|GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL AIRPORT
PANAMA|HOWARD|BLB|PANAMA PACIFIC INTERNATIONAL AIRPORT
SWEDEN|BORLANGE|BLE|BORLANGE AIRPORT
UNITED STATES|BLUEFIELD|BLF|MERCER COUNTY AIRPORT
MALAYSIA|BELAGA|BLG|BELAGA AIRPORT
UNITED STATES|BLYTHE|BLH|BLYTHE AIRPORT
UNITED STATES|BELLINGHAM|BLI|BELLINGHAM INTERNATIONAL AIRPORT
ALGERIA|BATNA|BLJ|BATNA AIRPORT
UNITED KINGDOM|BLACKPOOL|BLK|BLACKPOOL INTERNATIONAL AIRPORT
DENMARK|BILLUND|BLL|BILLUND AIRPORT
AUSTRALIA|Benalla|BLN|BENALLA AIRPORT
ITALY|BOLOGNA|BLQ|BOLOGNA GUGLIELMO MARCONI AIRPORT
INDIA|BANGALORE|BLR|KEMPEGOWDA INTERNATIONAL AIRPORT
AUSTRALIA|BLACKWATER|BLT|BLACKWATER AIRPORT
UNITED STATES|BELLEVILLE|BLV|SCOTT AFB MIDAMERICA AIRPORT
MALAWI|BLANTYRE|BLZ|CHILEKA INTERNATIONAL AIRPORT
SWEDEN|STOCKHOLM|BMA|STOCKHOLM-BROMMA AIRPORT
CONGO (KINSHASA)|BUMBA|BMB|BUMBAR AIRPORT
UNITED STATES|BRIGHAM CITY|BMC|BRIGHAM CITY AIRPORT
MADAGASCAR|BELO SUR TSIRIBIHINA|BMD|BELO SUR TSIRIBIHINA AIRPORT
AUSTRALIA|BROOME|BME|BROOME INTERNATIONAL AIRPORT
UNITED STATES|BLOOMINGTON|BMG|MONROE COUNTY AIRPORT
UNITED STATES|BLOOMINGTON|BMI|CENTRAL ILLINOIS REGIONAL AIRPORT AT BLOOMINGTON-NORMAL
GERMANY|BORKUM|BMK|BORKUM AIRPORT
GABON|BITAM|BMM|BITAM AIRPORT
BURMA|BANMAW|BMO|BANMAW AIRPORT
AUSTRALIA|BRAMPTON ISLAND|BMP|BRAMPTON ISLAND AIRPORT
KENYA|BAMBURI|BMQ|BURNET MUNICIPAL KATE CRADDOCK FIELD
UNITED STATES|BEAUMONT|BMT|BEAUMONT MUNICIPAL AIRPORT
INDONESIA|BIMA|BMU|MUHAMMAD SALAHUDDIN AIRPORT
VIETNAM|BUONMETHUOT|BMV|BUON MA THUOT AIRPORT
ALGERIA|BORDJ BADJI MOKHTAR|BMW|BORDJ BADJI MOKHTAR AIRPORT
UNITED STATES|BIG MOUNTAIN|BMX|BIG MOUNTAIN AIRPORT
NEW CALEDONIA|WAALA|BMY|ILE ART - WAALA AIRPORT
UNITED STATES|NASHVILLE|BNA|NASHVILLE INTERNATIONAL AIRPORT
CONGO (KINSHASA)|BOENDE|BNB|BOENDE AIRPORT
CONGO (KINSHASA)|BENI|BNC|BENI AIRPORT
IRAN|BANDAR ABBAS|BND|BANDAR ABBAS INTERNATIONAL AIRPORT
AUSTRALIA|BRISBANE|BNE|BRISBANE INTERNATIONAL AIRPORT
UNITED STATES|BANNING|BNG|BANNING MUNICIPAL AIRPORT
NIGERIA|BENIN|BNI|BENIN AIRPORT
AUSTRALIA|BALLINA BYRON BAY|BNK|BALLINA BYRON GATEWAY AIRPORT
NORWAY|BRONNOYSUND|BNN|BRONNOYSUND AIRPORT
PAKISTAN|BANNU|BNP|BANNU AIRPORT
VENEZUELA|BARINAS|BNS|BARINAS AIRPORT
BRAZIL|BLUMENAU|BNU|BLUMENAU AIRPORT
BOSNIA AND HERZEGOVINA|BANJA LUKA|BNX|BANJA LUKA INTERNATIONAL AIRPORT
CONGO (KINSHASA)|BOMA|BOA|BOMA AIRPORT
FRENCH POLYNESIA|BORA BORA|BOB|BORA BORA AIRPORT
PANAMA|BOCAS DEL TORO|BOC|BOCAS DEL TORO INTERNATIONAL AIRPORT
FRANCE|BORDEAUX|BOD|BORDEAUX-MERIGNAC AIRPORT
COLOMBIA|BOGOTA|BOG|EL DORADO INTERNATIONAL AIRPORT
UNITED KINGDOM|BOURNEMOUTH|BOH|BOURNEMOUTH AIRPORT
UNITED STATES|BOISE|BOI|BOISE AIR TERMINAL GOWEN FIELD
BULGARIA|BOURGAS|BOJ|BURGAS AIRPORT
INDIA|MUMBAI|BOM|CHHATRAPATI SHIVAJI INTERNATIONAL AIRPORT
NETHERLANDS ANTILLES|KRALENDIJK|BON|FLAMINGO INTERNATIONAL AIRPORT
NORWAY|BODO|BOO|BODO AIRPORT
FRANCE|BELFORT|BOR|FONTAINE AIRPORT
UNITED STATES|BOSTON|BOS|GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL AIRPORT
FRANCE|BOURGES|BOU|BOURGES AIRPORT
UNITED STATES|BARTOW|BOW|BARTOW MUNICIPAL AIRPORT
AUSTRALIA|BORROLOOLA|BOX|BORROLOOLA AIRPORT
BURKINA FASO|BOBO-DIOULASSO|BOY|BOBO DIOULASSO AIRPORT
CAMEROON|BAMENDA|BPC|BAMENDA AIRPORT
BURMA|BAGAN|BPE|QINHUANGDAO BEIDAIHE AIRPORT
PHILIPPINES|Bislig|BPH|BISLIG AIRPORT
UNITED STATES|BIG PINEY|BPI|MILEY MEMORIAL FIELD
CHINA|BOLE|BPL|ALASHANKOU BOLE (BORTALA) AIRPORT
INDIA|HYDERABAD|BPM|BEGUMPET AIRPORT
INDONESIA|BALIKPAPAN|BPN|SULTAN AJI MUHAMAD SULAIMAN AIRPORT
PHILIPPINES|BORONGAN|BPR|BORONGAN AIRPORT
BRAZIL|PORTO SEGURO|BPS|PORTO SEGURO AIRPORT
UNITED STATES|BEAUMONT|BPT|SOUTHEAST TEXAS REGIONAL AIRPORT
CHINA|BANGDA|BPX|QAMDO BANGDA AIRPORT
MADAGASCAR|BESALAMPY|BPY|BESALAMPY AIRPORT
AUSTRALIA|BRUSSELTON|BQB|BUSSELTON REGIONAL AIRPORT
GUINEA-BISSAU|BUBAQUE|BQE|BUBAQUE AIRPORT
UNITED KINGDOM|BIGGIN HILL|BQH|LONDON BIGGIN HILL AIRPORT
UNITED STATES|BRUNSWICK|BQK|BRUNSWICK GOLDEN ISLES AIRPORT
AUSTRALIA|BOULIA|BQL|BOULIA AIRPORT
PUERTO RICO|AGUADILLA|BQN|RAFAEL HERNANDEZ AIRPORT
RUSSIA|BLAGOVESCHENSK|BQS|IGNATYEVO AIRPORT
BELARUS|BREST|BQT|BREST AIRPORT
SAINT VINCENT AND THE GRENADINES|BEQUIA|BQU|J F MITCHELL AIRPORT
BRAZIL|BARREIRAS|BRA|BARREIRAS AIRPORT
ARGENTINA|SAN CARLOS DE BARILOCHE|BRC|SAN CARLOS DE BARILOCHE AIRPORT
UNITED STATES|BRAINERD|BRD|BRAINERD LAKES REGIONAL AIRPORT
GERMANY|BREMEN|BRE|BREMEN AIRPORT
ITALY|BARI|BRI|BARI KAROL WOJTYLA AIRPORT
AUSTRALIA|BOURKE|BRK|BOURKE AIRPORT
UNITED STATES|BURLINGTON|BRL|SOUTHEAST IOWA REGIONAL AIRPORT
VENEZUELA|BARQUISIMETO|BRM|BARQUISIMETO INTERNATIONAL AIRPORT
SWITZERLAND|BERN|BRN|BERN BELP AIRPORT
UNITED STATES|BROWNSVILLE|BRO|BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL AIRPORT
CZECH REPUBLIC|BRNO|BRQ|BRNO-TURANY AIRPORT
UNITED KINGDOM|BARRA|BRR|BARRA AIRPORT
UNITED KINGDOM|BRISTOL|BRS|BRISTOL AIRPORT
AUSTRALIA|BATHURST ISLAND|BRT|BATHURST ISLAND AIRPORT
BELGIUM|BRUSSELS|BRU|BRUSSELS AIRPORT
GERMANY|BREMERHAVEN|BRV|BREMERHAVEN AIRPORT
UNITED STATES|BARROW|BRW|WILEY POST WILL ROGERS MEMORIAL AIRPORT
DOMINICAN REPUBLIC|BARAHONA|BRX|MARIA MONTEZ INTERNATIONAL AIRPORT
SOMALIA|BOSASO|BSA|BOSASO AIRPORT
BRAZIL|BRASILIA|BSB|PRESIDENTE JUSCELINO KUBISTSCHEK INTERNATIONAL AIRPORT
COLOMBIA|BAHIA SOLANO|BSC|JOSE CELESTINO MUTIS AIRPORT
UNITED STATES|BRADSHAW FIELD|BSF|BRADSHAW ARMY AIRFIELD
EQUATORIAL GUINEA|BATA|BSG|BATA AIRPORT
AUSTRALIA|BAIRNSDALE|BSJ|BAIRNSDALE AIRPORT
ALGERIA|BISKRA|BSK|BISKRA AIRPORT
FRANCE|MULHOUSE|BSL|EUROAIRPORT BASEL-MULHOUSE-FREIBURG AIRPORT
PHILIPPINES|BASCO|BSO|BASCO AIRPORT
IRAQ|BASRAH|BSR|BASRAH INTERNATIONAL AIRPORT
AFGHANISTAN|LASHKAR GAH|BST|BOST AIRPORT
CONGO (KINSHASA)|BASANKUSU|BSU|BASANKUSU AIRPORT
BURMA|PATHEIN|BSX|PATHEIN AIRPORT
SIERRA LEONE|BONTHE|BTE|SHERBRO INTERNATIONAL AIRPORT
INDONESIA|BATAM|BTH|HANG NADIM INTERNATIONAL AIRPORT
UNITED STATES|BARTER ISLAND|BTI|BARTER ISLAND LRRS AIRPORT
INDONESIA|BANDA ACEH|BTJ|SULTAN ISKANDAR MUDA INTERNATIONAL AIRPORT
RUSSIA|BRATSK|BTK|BRATSK AIRPORT
UNITED STATES|BATTLE CREEK|BTL|W. K. KELLOGG AIRPORT
UNITED STATES|BUTTE|BTM|BERT MOONEY AIRPORT
UNITED STATES|BATON ROUGE|BTR|BATON ROUGE METROPOLITAN AIRPORT
SLOVAKIA|BRATISLAVA|BTS|M. R. STEFANIK AIRPORT
UNITED STATES|BETTLES|BTT|BETTLES AIRPORT
MALAYSIA|BINTULU|BTU|BINTULU AIRPORT
UNITED STATES|BURLINGTON|BTV|BURLINGTON INTERNATIONAL AIRPORT
TURKEY|BURSA|BTZ|BURSA AIRPORT
PAPUA NEW GUINEA|BUKA ISLAND|BUA|BUKA AIRPORT
AUSTRALIA|BURKETOWN|BUC|BURKETOWN AIRPORT
HUNGARY|BUDAPEST|BUD|BUDAPEST FERENC LISZT INTERNATIONAL AIRPORT
UNITED STATES|BUFFALO|BUF|BUFFALO NIAGARA INTERNATIONAL AIRPORT
ANGOLA|BENGUELA|BUG|BENGUELA AIRPORT
INDONESIA|BOKONDINI-PAPUA ISLAND|BUI|BOKONDINI AIRPORT
COLOMBIA|BUENAVENTURA|BUN|GERARDO TOBAR LOPEZ AIRPORT
SOMALIA|BURAO|BUO|BURAO AIRPORT
ZIMBABWE|BULAWAYO|BUQ|JOSHUA MQABUKO NKOMO INTERNATIONAL AIRPORT
UNITED STATES|BURBANK|BUR|BOB HOPE AIRPORT
GEORGIA|BATUMI|BUS|BATUMI INTERNATIONAL AIRPORT
BHUTAN|JAKAR|BUT|BATHPALATHANG AIRPORT
UNITED STATES|BURLINGTON|BUU|BURLINGTON MUNICIPAL AIRPORT
INDONESIA|BAU-BAU|BUW|BETOAMBARI AIRPORT
CONGO (KINSHASA)|BUNIA|BUX|BUNIA AIRPORT
AUSTRALIA|BUNBURY|BUY|BUNBURY AIRPORT
IRAN|BUSHEHR|BUZ|BUSHEHR AIRPORT
FRANCE|BEAUVAIS|BVA|PARIS BEAUVAIS TILLE AIRPORT
BRAZIL|BOA VISTA|BVB|ATLAS BRASIL CANTANHEDE AIRPORT
CAPE VERDE|BOA VISTA|BVC|RABIL AIRPORT
FRANCE|BRIVE|BVE|TOUL ROSIERES AIR BASE
NORWAY|BERLEVAG|BVG|BERLEVAG AIRPORT
BRAZIL|VILHENA|BVH|BRIGADEIRO CAMARAO AIRPORT
AUSTRALIA|BIRDSVILLE|BVI|BIRDSVILLE AIRPORT
BRAZIL|BREVES|BVS|BREVES AIRPORT
UNITED STATES|BEVERLY|BVY|BEVERLY MUNICIPAL AIRPORT
NEPAL|BHAIRAWA|BWA|GAUTAM BUDDHA AIRPORT
AUSTRALIA|BARROW ISLAND|BWB|BARROW ISLAND AIRPORT
GERMANY|BRAUNSCHWEIG|BWE|BRAUNSCHWEIG WOLFSBURG AIRPORT
UNITED KINGDOM|BARROW ISLAND|BWF|BARROW WALNEY ISLAND AIRPORT
UNITED STATES|BOWLING GREEN|BWG|BOWLING GREEN WARREN COUNTY REGIONAL AIRPORT
UNITED STATES|BALTIMORE|BWI|BALTIMORE WASHINGTON INTERNATIONAL THURGOOD MARSHALL AIRPORT
CROATIA|BRAC|BWK|BOL AIRPORT
BRUNEI|BANDAR SERI BEGAWAN|BWN|BRUNEI INTERNATIONAL AIRPORT
RUSSIA|BALAKOVO|BWO|BALAKOVO AIRPORT
AUSTRALIA|Brewarrina|BWQ|BREWARRINA AIRPORT
AUSTRALIA|BURNIE|BWT|WYNYARD AIRPORT
AUSTRALIA|SYDNEY|BWU|SYDNEY BANKSTOWN AIRPORT
CUBA|CAYO SANTA MARIA|BWW|LAS BRUJAS AIRPORT
INDONESIA|BABO|BXB|BABO AIRPORT
SENEGAL|BAKEL|BXE|BAKEL AIRPORT
KAZAKHSTAN|BALKHASH|BXH|BALKHASH AIRPORT
UNITED STATES|BUCKEYE|BXK|BUCKEYE MUNICIPAL AIRPORT
TURKEY|BODRUM|BXN|IMSIK AIRPORT
SWITZERLAND|BUOCHS|BXO|BUOCHS AIRPORT
POLAND|BIALA PODLASKA|BXP|BIALA PODLASKA AIRFIELD
IRAN|BAM|BXR|BAM AIRPORT
PHILIPPINES|BUTUAN|BXU|BANCASI AIRPORT
BOLIVIA|YACUIBA|BYC|YACUIBA AIRPORT
UNITED STATES|BLYTHEVILLE|BYH|ARKANSAS INTERNATIONAL AIRPORT
UNITED STATES|BURLEY|BYI|BURLEY MUNICIPAL AIRPORT
COTE D'IVOIRE|BOUAKE|BYK|BOUAKE AIRPORT
CUBA|BAYAMO|BYM|CARLOS MANUEL DE CESPEDES AIRPORT
MONGOLIA|BAYANKHONGOR|BYN|BAYANKHONGOR AIRPORT
BRAZIL|BOINTO|BYO|BONITO AIRPORT
UNITED STATES|FORT IRWIN|BYS|BICYCLE LAKE ARMY AIR FIELD
IRELAND|BANTRY|BYT|BANTRY AERODROME
GERMANY|BAYREUTH|BYU|BAYREUTH AIRPORT
UNITED STATES|BAY CITY|BYY|BAY CITY MUNICIPAL AIRPORT
NICARAGUA|BONANZA|BZA|SAN PEDRO AIRPORT
BRAZIL|BUZIOS|BZC|UMBERTO MODIANO AIRPORT
AUSTRALIA|Balranald|BZD|BALRANALD AIRPORT
BELIZE|BELIZE CITY|BZE|PHILIP S. W. GOLDSON INTERNATIONAL AIRPORT
POLAND|BYDGOSZCZ|BZG|BYDGOSZCZ IGNACY JAN PADEREWSKI AIRPORT
TURKEY|BALIKESIR|BZI|BALIKESIR MERKEZ AIRPORT
RUSSIA|BRYANSK|BZK|BRYANSK AIRPORT
BANGLADESH|BARISAL|BZL|BARISAL AIRPORT
UNITED STATES|BOZEMAN|BZN|GALLATIN FIELD
